threshold,far,frr,abs_far_frr_delta
0.364,0.0021911764705882355,0.13651960784313724,0.13432843137254902
0.365,0.002181372549019608,0.13676470588235295,0.13458333333333336
0.366,0.0021715686274509805,0.13676470588235295,0.13459313725490196
0.367,0.002156862745098039,0.13725490196078433,0.13509803921568628
0.368,0.0021470588235294116,0.13725490196078433,0.1351078431372549
0.369,0.002142156862745098,0.1377450980392157,0.1356029411764706
0.37,0.0021127450980392157,0.13823529411764707,0.13612254901960785
0.371,0.0020931372549019608,0.13848039215686275,0.1363872549019608
0.372,0.0020833333333333333,0.13872549019607844,0.1366421568627451
0.373,0.00207843137254902,0.1392156862745098,0.1371372549019608
0.374,0.0020637254901960784,0.14044117647058824,0.13837745098039217
0.375,0.002053921568627451,0.1411764705882353,0.13912254901960786
0.376,0.002053921568627451,0.14166666666666666,0.13961274509803923
0.377,0.0020490196078431374,0.14191176470588235,0.1398627450980392
0.378,0.00203921568627451,0.14191176470588235,0.13987254901960783
0.379,0.00203921568627451,0.14215686274509803,0.1401176470588235
0.38,0.0020294117647058824,0.14240196078431372,0.14037254901960783
0.381,0.0020245098039215685,0.14240196078431372,0.14037745098039214
0.382,0.002019607843137255,0.1426470588235294,0.14062745098039214
0.383,0.002014705882352941,0.1428921568627451,0.14087745098039214
0.384,0.002014705882352941,0.14313725490196078,0.14112254901960783
0.385,0.002014705882352941,0.14313725490196078,0.14112254901960783
0.386,0.0020049019607843136,0.14338235294117646,0.14137745098039214
0.387,0.002,0.14362745098039215,0.14162745098039214
0.388,0.001995098039215686,0.14362745098039215,0.14163235294117646
0.389,0.001995098039215686,0.14411764705882352,0.14212254901960783
0.39,0.0019754901960784316,0.1448529411764706,0.14287745098039217
0.391,0.0019705882352941176,0.1448529411764706,0.1428823529411765
0.392,0.001965686274509804,0.1448529411764706,0.1428872549019608
0.393,0.001965686274509804,0.14558823529411766,0.14362254901960786
0.394,0.0019509803921568627,0.14558823529411766,0.1436372549019608
0.395,0.0019411764705882352,0.1463235294117647,0.1443823529411765
0.396,0.001926470588235294,0.1463235294117647,0.1443970588235294
0.397,0.001926470588235294,0.1465686274509804,0.1446421568627451
0.398,0.0019166666666666666,0.14754901960784314,0.14563235294117646
0.399,0.0019166666666666666,0.14779411764705883,0.14587745098039215
0.4,0.0019019607843137256,0.1482843137254902,0.14638235294117646
0.401,0.0018970588235294118,0.14901960784313725,0.14712254901960783
0.402,0.0018725490196078432,0.14926470588235294,0.1473921568627451
0.403,0.0018627450980392157,0.1497549019607843,0.1478921568627451
0.404,0.001857843137254902,0.1497549019607843,0.1478970588235294
0.405,0.0018333333333333333,0.15,0.14816666666666667
0.406,0.0018333333333333333,0.15049019607843137,0.14865686274509804
0.40700000000000003,0.0018284313725490196,0.15073529411764705,0.14890686274509804
0.40800000000000003,0.001818627450980392,0.15098039215686274,0.14916176470588235
0.40900000000000003,0.0018088235294117646,0.15122549019607842,0.14941666666666667
0.41000000000000003,0.0018088235294117646,0.1514705882352941,0.14966176470588236
0.41100000000000003,0.0017990196078431372,0.1514705882352941,0.14967156862745096
0.41200000000000003,0.00178921568627451,0.15196078431372548,0.15017156862745096
0.41300000000000003,0.0017794117647058824,0.15294117647058825,0.15116176470588236
0.41400000000000003,0.001769607843137255,0.15294117647058825,0.151171568627451
0.41500000000000004,0.0017549019607843138,0.15343137254901962,0.1516764705882353
0.41600000000000004,0.0017549019607843138,0.1536764705882353,0.151921568627451
0.417,0.0017401960784313726,0.1536764705882353,0.15193627450980393
0.418,0.001730392156862745,0.1536764705882353,0.15194607843137256
0.419,0.001715686274509804,0.153921568627451,0.1522058823529412
0.42,0.001715686274509804,0.15416666666666667,0.15245098039215688
0.421,0.001715686274509804,0.15465686274509804,0.15294117647058825
0.422,0.0017107843137254902,0.15490196078431373,0.15319117647058825
0.423,0.0017009803921568627,0.15588235294117647,0.15418137254901962
0.424,0.001676470588235294,0.15612745098039216,0.15445098039215685
0.425,0.001676470588235294,0.15637254901960784,0.15469607843137254
0.426,0.0016666666666666668,0.1571078431372549,0.15544117647058822
0.427,0.0016519607843137256,0.15735294117647058,0.15570098039215685
0.428,0.0016519607843137256,0.15735294117647058,0.15570098039215685
0.429,0.0016470588235294118,0.15808823529411764,0.15644117647058822
0.43,0.0016372549019607844,0.15906862745098038,0.1574313725490196
0.431,0.0016323529411764706,0.15955882352941175,0.15792647058823528
0.432,0.0016323529411764706,0.15955882352941175,0.15792647058823528
0.433,0.0016176470588235294,0.15980392156862744,0.1581862745098039
0.434,0.0016029411764705882,0.16004901960784312,0.15844607843137254
0.435,0.0016029411764705882,0.16029411764705884,0.15869117647058825
0.436,0.0015931372549019608,0.16029411764705884,0.15870098039215688
